id,barcode,description,finalPrice,itemPrice,needsFetchReview,partnerItemId,preventTargetGapPoints,quantityPurchased,userFlaggedBarcode,userFlaggedNewItem,userFlaggedPrice,userFlaggedQuantity,bonusPointsEarnedReason,pointsNotAwardedReason,pointsPayerId,rewardsGroup,rewardsProductPartnerId,userFlaggedDescription,originalMetaBriteBarcode,originalMetaBriteDescription,brandCode,competitorRewardsGroup,discountedItemPrice,originalReceiptItemText,itemNumber,originalMetaBriteQuantityPurchased,pointsEarned,targetPrice,competitiveProduct,originalFinalPrice,originalMetaBriteItemPrice,deleted,priceAfterCoupon,metabriteCampaignId,receiptId
1835,null,KLARBRUNN 12PK 12 FL OZ,4.96,4.96,null,1312,null,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4.96,KLARBRUNN 12PK 12 FL OZ,null,null,null,null,null,null,null,null,4.96,null,600260210a720f05f300008f
1836,null,EMIL' S SAUSAGE MUSHROOM PIZZA,6.60,6.60,null,1318,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,6.60,EMIL' S SAUSAGE MUSHROOM PIZZA,null,null,null,null,null,null,null,null,6.60,null,600260210a720f05f300008f
1837,null,EMIL' S SAUSAGE MUSHROOM PIZZA,13.88,13.88,null,1321,null,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13.88,EMIL' S SAUSAGE MUSHROOM PIZZA,null,null,null,null,null,null,null,null,13.88,null,600260210a720f05f300008f
1838,076840100354,BEN & JERRYS FROZEN CHUNKY MONKEY ICE CREAM REGULAR 16 OZ - 0076840100351,4.53,4.53,null,1325,null,1,null,null,null,null,null,null,5332f5f6e4b03c9a25efd0b4,BEN AND JERRYS ICE CREAM,5332f5f6e4b03c9a25efd0b4,null,null,null,BEN AND JERRYS,null,4.53,BEN & JERRY' S CHUNKY MONKEY PINT,null,null,45.3,null,null,null,null,null,4.53,BEN AND JERRYS ICE CREAM,600260210a720f05f300008f
1839,036000391718,KLEENEX POP UP RECTANGLE BOX FACIAL TISSUE 2 PLY 8PK 160 CT,8.26,8.26,null,1328,null,2,null,null,null,null,null,null,550b2565e4b001d5e9e4146f,KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT- 8 PACK,550b2565e4b001d5e9e4146f,null,null,null,KLEENEX,null,8.26,KLEENEX TRUSTED CARE FACIAL TISSUES,null,null,82.6,null,null,null,null,null,8.26,KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT- 8 PACK,600260210a720f05f300008f
1840,036000391718,KLEENEX POP UP RECTANGLE BOX FACIAL TISSUE 2 PLY 8PK 160 CT,7.70,7.70,null,1332,null,2,null,null,null,null,null,null,550b2565e4b001d5e9e4146f,KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT- 8 PACK,550b2565e4b001d5e9e4146f,null,null,null,KLEENEX,null,7.70,KLEENEX TRUSTED CARE FACIAL TISSUES,null,null,77.0,null,null,null,null,null,7.70,KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT- 8 PACK,600260210a720f05f300008f
1841,null,KLARBRUNN 12PK 12 FL OZ,8.08,8.08,null,1370,null,4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8.08,KLARBRUNN 12PK 12 FL OZ,null,null,null,null,null,null,null,null,8.08,null,600260210a720f05f300008f
1842,012000809941,REGULAR PEPSI SODA COLA CAN 12 CT 144 OZ,5.40,5.40,null,1374,null,4,null,null,null,null,null,Action not allowed for user and CPG,5332f5fbe4b03c9a25efd0ba,PEPSI 12 OZ 12 PACK,5332f5fbe4b03c9a25efd0ba,null,null,null,PEPSI,null,5.40,PEPSI COLA- 12 OZ. CAN,null,null,null,null,null,null,null,null,5.40,PEPSI 12 OZ 12 PACK,600260210a720f05f300008f
1843,null,EMIL' S SAUSAGE MUSHROOM PIZZA,6.76,6.76,null,1378,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,6.76,EMIL' S SAUSAGE MUSHROOM PIZZA,null,null,null,null,null,null,null,null,6.76,null,600260210a720f05f300008f
1844,012000809941,REGULAR PEPSI SODA COLA CAN 12 CT 144 OZ,4.14,4.14,null,1381,null,3,null,null,null,null,null,Action not allowed for user and CPG,5332f5fbe4b03c9a25efd0ba,PEPSI 12 OZ 12 PACK,5332f5fbe4b03c9a25efd0ba,null,null,null,PEPSI,null,4.14,PEPSI COLA- 12 OZ. CAN,null,null,null,null,null,null,null,null,4.14,PEPSI 12 OZ 12 PACK,600260210a720f05f300008f
1845,012000809941,REGULAR PEPSI SODA COLA CAN 12 CT 144 OZ,3.81,3.81,null,1385,null,3,null,null,null,null,null,Action not allowed for user and CPG,5332f5fbe4b03c9a25efd0ba,PEPSI 12 OZ 12 PACK,5332f5fbe4b03c9a25efd0ba,null,null,null,PEPSI,null,3.81,PEPSI COLA- 12 OZ. CAN,null,null,null,null,null,null,null,null,3.81,PEPSI 12 OZ 12 PACK,600260210a720f05f300008f
1846,815473013279,Borden 2% Reduced Fat Milk,4.07,4.07,null,1389,null,1,null,null,null,null,null,null,null,null,null,null,null,null,BORDEN,null,4.07,BORDEN 2% MILK- 1/2 GAL,null,null,null,null,null,null,null,null,4.07,null,600260210a720f05f300008f
1847,012000809941,REGULAR PEPSI SODA COLA CAN 12 CT 144 OZ,3.72,3.72,null,1422,null,3,null,null,null,null,null,Action not allowed for user and CPG,5332f5fbe4b03c9a25efd0ba,PEPSI 12 OZ 12 PACK,5332f5fbe4b03c9a25efd0ba,null,null,null,PEPSI,null,3.72,PEPSI COLA- 12 OZ. CAN,null,null,null,null,null,null,null,null,3.72,PEPSI 12 OZ 12 PACK,600260210a720f05f300008f
1848,041000022623,KNORR RICE SIDES CREAMY CHICKEN REGULAR RICE AND PASTA MIX LONG GRAIN 5.7 OZ - 0041000022624,6.40,6.40,null,1426,null,4,null,null,null,null,null,null,5332f5f6e4b03c9a25efd0b4,KNORR SIDES,5332f5f6e4b03c9a25efd0b4,null,null,null,KNORR,null,6.40,KNORR CREAMY CHICKEN,null,null,64.0,null,null,null,null,null,6.40,KNORR SIDES,600260210a720f05f300008f
1849,076840100354,BEN & JERRYS FROZEN CHUNKY MONKEY ICE CREAM REGULAR 16 OZ - 0076840100351,17.70,17.70,null,1430,null,3,null,null,null,null,null,null,5332f5f6e4b03c9a25efd0b4,BEN AND JERRYS ICE CREAM,5332f5f6e4b03c9a25efd0b4,null,null,null,BEN AND JERRYS,null,17.70,BEN & JERRY' S CHUNKY MONKEY PINT,null,null,177.0,null,null,null,null,null,17.70,BEN AND JERRYS ICE CREAM,600260210a720f05f300008f
1850,076840100354,BEN & JERRYS FROZEN CHUNKY MONKEY ICE CREAM REGULAR 16 OZ - 0076840100351,21.65,21.65,null,1468,null,5,null,null,null,null,null,null,5332f5f6e4b03c9a25efd0b4,BEN AND JERRYS ICE CREAM,5332f5f6e4b03c9a25efd0b4,null,null,null,BEN AND JERRYS,null,21.65,BEN & JERRY' S CHUNKY MONKEY PINT,null,null,216.5,null,null,null,null,null,21.65,BEN AND JERRYS ICE CREAM,600260210a720f05f300008f
1851,815473013279,Borden 2% Reduced Fat Milk,4.10,4.10,null,1472,null,1,null,null,null,null,null,null,null,null,null,null,null,null,BORDEN,null,4.10,BORDEN 2% MILK- 1/2 GAL,null,null,null,null,null,null,null,null,4.10,null,600260210a720f05f300008f
1852,036000391718,KLEENEX POP UP RECTANGLE BOX FACIAL TISSUE 2 PLY 8PK 160 CT,2.79,2.79,null,1475,null,1,null,null,null,null,null,null,550b2565e4b001d5e9e4146f,KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT- 8 PACK,550b2565e4b001d5e9e4146f,null,null,null,KLEENEX,null,2.79,KLEENEX TRUSTED CARE FACIAL TISSUES,null,null,27.9,null,null,null,null,null,2.79,KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT- 8 PACK,600260210a720f05f300008f
1853,028400642033,DORITOS TORTILLA CHIP NACHO CHEESE BAG 7.625 OZ,3.63,3.63,null,1478,null,1,null,null,null,null,null,Action not allowed for user and CPG,5332f5fbe4b03c9a25efd0ba,DORITOS NACHO CHEESE MULTI SERVE,5332f5fbe4b03c9a25efd0ba,null,null,null,DORITOS,null,3.63,DORITOS NACHO CHEESE- 28.5 OZ,null,null,null,null,null,null,null,null,3.63,DORITOS NACHO CHEESE MULTI SERVE,600260210a720f05f300008f
1854,null,KLARBRUNN 12PK 12 FL OZ,4.36,4.36,null,1481,null,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4.36,KLARBRUNN 12PK 12 FL OZ,null,null,null,null,null,null,null,null,4.36,null,600260210a720f05f300008f
1855,028400642033,DORITOS TORTILLA CHIP NACHO CHEESE BAG 7.625 OZ,7.30,7.30,null,1522,null,2,null,null,null,null,null,Action not allowed for user and CPG,5332f5fbe4b03c9a25efd0ba,DORITOS NACHO CHEESE MULTI SERVE,5332f5fbe4b03c9a25efd0ba,null,null,null,DORITOS,null,7.30,DORITOS NACHO CHEESE- 28.5 OZ,null,null,null,null,null,null,null,null,7.30,DORITOS NACHO CHEESE MULTI SERVE,600260210a720f05f300008f
1856,null,EMIL' S SAUSAGE MUSHROOM PIZZA,6.55,6.55,null,1526,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,6.55,EMIL' S SAUSAGE MUSHROOM PIZZA,null,null,null,null,null,null,null,null,6.55,null,600260210a720f05f300008f
1857,036000391718,KLEENEX POP UP RECTANGLE BOX FACIAL TISSUE 2 PLY 8PK 160 CT,3.98,3.98,null,1529,null,2,null,null,null,null,null,null,550b2565e4b001d5e9e4146f,KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT- 8 PACK,550b2565e4b001d5e9e4146f,null,null,null,KLEENEX,null,3.98,KLEENEX TRUSTED CARE FACIAL TISSUES,null,null,39.8,null,null,null,null,null,3.98,KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT- 8 PACK,600260210a720f05f300008f
1858,null,KLARBRUNN 12PK 12 FL OZ,12.00,12.00,null,1533,null,4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12.00,KLARBRUNN 12PK 12 FL OZ,null,null,null,null,null,null,null,null,12.00,null,600260210a720f05f300008f
1859,815473013279,Borden 2% Reduced Fat Milk,4.07,4.07,null,1537,null,1,null,null,null,null,null,null,null,null,null,null,null,null,BORDEN,null,4.07,BORDEN 2% MILK- 1/2 GAL,null,null,null,null,null,null,null,null,4.07,null,600260210a720f05f300008f
1860,null,KLARBRUNN 12PK 12 FL OZ,13.35,13.35,null,1540,null,5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13.35,KLARBRUNN 12PK 12 FL OZ,null,null,null,null,null,null,null,null,13.35,null,600260210a720f05f300008f
1861,null,EMIL' S SAUSAGE MUSHROOM PIZZA,13.02,13.02,null,1582,null,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13.02,EMIL' S SAUSAGE MUSHROOM PIZZA,null,null,null,null,null,null,null,null,13.02,null,600260210a720f05f300008f
1862,076840100354,BEN & JERRYS FROZEN CHUNKY MONKEY ICE CREAM REGULAR 16 OZ - 0076840100351,11.60,11.60,null,1586,null,2,null,null,null,null,null,null,5332f5f6e4b03c9a25efd0b4,BEN AND JERRYS ICE CREAM,5332f5f6e4b03c9a25efd0b4,null,null,null,BEN AND JERRYS,null,11.60,BEN & JERRY' S CHUNKY MONKEY PINT,null,null,116.0,null,null,null,null,null,11.60,BEN AND JERRYS ICE CREAM,600260210a720f05f300008f
1863,null,KLARBRUNN 12PK 12 FL OZ,4.58,4.58,null,1590,null,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4.58,KLARBRUNN 12PK 12 FL OZ,null,null,null,null,null,null,null,null,4.58,null,600260210a720f05f300008f
1864,null,KLARBRUNN 12PK 12 FL OZ,5.06,5.06,null,1594,null,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5.06,KLARBRUNN 12PK 12 FL OZ,null,null,null,null,null,null,null,null,5.06,null,600260210a720f05f300008f
1865,null,KLARBRUNN 12PK 12 FL OZ,4.48,4.48,null,1598,null,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4.48,KLARBRUNN 12PK 12 FL OZ,null,null,null,null,null,null,null,null,4.48,null,600260210a720f05f300008f
1866,null,KLARBRUNN 12PK 12 FL OZ,4.44,4.44,null,1606,null,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4.44,KLARBRUNN 12PK 12 FL OZ,null,null,null,null,null,null,null,null,4.44,null,600260210a720f05f300008f
1867,012000809941,REGULAR PEPSI SODA COLA CAN 12 CT 144 OZ,2.28,2.28,null,1610,null,4,null,null,null,null,null,Action not allowed for user and CPG,5332f5fbe4b03c9a25efd0ba,PEPSI 12 OZ 12 PACK,5332f5fbe4b03c9a25efd0ba,null,null,null,PEPSI,null,2.28,PEPSI COLA- 12 OZ. CAN,null,null,null,null,null,null,null,null,2.28,PEPSI 12 OZ 12 PACK,600260210a720f05f300008f
1868,028400642033,DORITOS TORTILLA CHIP NACHO CHEESE BAG 7.625 OZ,7.46,7.46,null,1614,null,2,null,null,null,null,null,Action not allowed for user and CPG,5332f5fbe4b03c9a25efd0ba,DORITOS NACHO CHEESE MULTI SERVE,5332f5fbe4b03c9a25efd0ba,null,null,null,DORITOS,null,7.46,DORITOS NACHO CHEESE- 28.5 OZ,null,null,null,null,null,null,null,null,7.46,DORITOS NACHO CHEESE MULTI SERVE,600260210a720f05f300008f
1869,036000391718,KLEENEX POP UP RECTANGLE BOX FACIAL TISSUE 2 PLY 8PK 160 CT,3.78,3.78,null,1618,null,1,null,null,null,null,null,null,550b2565e4b001d5e9e4146f,KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT- 8 PACK,550b2565e4b001d5e9e4146f,null,null,null,KLEENEX,null,3.78,KLEENEX TRUSTED CARE FACIAL TISSUES,null,null,37.8,null,null,null,null,null,3.78,KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT- 8 PACK,600260210a720f05f300008f
1870,012000809941,REGULAR PEPSI SODA COLA CAN 12 CT 144 OZ,5.48,5.48,null,1621,null,3,null,null,null,null,null,Action not allowed for user and CPG,5332f5fbe4b03c9a25efd0ba,PEPSI 12 OZ 12 PACK,5332f5fbe4b03c9a25efd0ba,null,null,null,PEPSI,null,5.48,PEPSI COLA- 12 OZ. CAN,null,null,null,null,null,null,null,null,5.48,PEPSI 12 OZ 12 PACK,600260210a720f05f300008f
1871,041000022623,KNORR RICE SIDES CREAMY CHICKEN REGULAR RICE AND PASTA MIX LONG GRAIN 5.7 OZ - 0041000022624,2.44,2.44,null,1625,null,2,null,null,null,null,null,null,5332f5f6e4b03c9a25efd0b4,KNORR SIDES,5332f5f6e4b03c9a25efd0b4,null,null,null,KNORR,null,2.44,KNORR CREAMY CHICKEN,null,null,24.4,null,null,null,null,null,2.44,KNORR SIDES,600260210a720f05f300008f
1872,028400642033,DORITOS TORTILLA CHIP NACHO CHEESE BAG 7.625 OZ,4.79,4.79,null,1665,null,1,null,null,null,null,null,Action not allowed for user and CPG,5332f5fbe4b03c9a25efd0ba,DORITOS NACHO CHEESE MULTI SERVE,5332f5fbe4b03c9a25efd0ba,null,null,null,DORITOS,null,4.79,DORITOS NACHO CHEESE- 28.5 OZ,null,null,null,null,null,null,null,null,4.79,DORITOS NACHO CHEESE MULTI SERVE,600260210a720f05f300008f
1873,036000391718,KLEENEX POP UP RECTANGLE BOX FACIAL TISSUE 2 PLY 8PK 160 CT,2.67,2.67,null,1668,null,1,null,null,null,null,null,null,550b2565e4b001d5e9e4146f,KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT- 8 PACK,550b2565e4b001d5e9e4146f,null,null,null,KLEENEX,null,2.67,KLEENEX TRUSTED CARE FACIAL TISSUES,null,null,26.7,null,null,null,null,null,2.67,KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT- 8 PACK,600260210a720f05f300008f
1874,076840100354,BEN & JERRYS FROZEN CHUNKY MONKEY ICE CREAM REGULAR 16 OZ - 0076840100351,10.18,10.18,null,1671,null,2,null,null,null,null,null,null,5332f5f6e4b03c9a25efd0b4,BEN AND JERRYS ICE CREAM,5332f5f6e4b03c9a25efd0b4,null,null,null,BEN AND JERRYS,null,10.18,BEN & JERRY' S CHUNKY MONKEY PINT,null,null,101.8,null,null,null,null,null,10.18,BEN AND JERRYS ICE CREAM,600260210a720f05f300008f
1875,028400642033,DORITOS TORTILLA CHIP NACHO CHEESE BAG 7.625 OZ,9.68,9.68,null,1675,null,2,null,null,null,null,null,Action not allowed for user and CPG,5332f5fbe4b03c9a25efd0ba,DORITOS NACHO CHEESE MULTI SERVE,5332f5fbe4b03c9a25efd0ba,null,null,null,DORITOS,null,9.68,DORITOS NACHO CHEESE- 28.5 OZ,null,null,null,null,null,null,null,null,9.68,DORITOS NACHO CHEESE MULTI SERVE,600260210a720f05f300008f
1876,815473013279,Borden 2% Reduced Fat Milk,8.48,8.48,null,1678,null,2,null,null,null,null,null,null,null,null,null,null,null,null,BORDEN,null,8.48,BORDEN 2% MILK- 1/2 GAL,null,null,null,null,null,null,null,null,8.48,null,600260210a720f05f300008f
1877,null,EMIL' S SAUSAGE MUSHROOM PIZZA,6.71,6.71,null,1682,null,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,6.71,EMIL' S SAUSAGE MUSHROOM PIZZA,null,null,null,null,null,null,null,null,6.71,null,600260210a720f05f300008f
1878,012000809941,REGULAR PEPSI SODA COLA CAN 12 CT 144 OZ,5.60,5.60,null,1720,null,4,null,null,null,null,null,Action not allowed for user and CPG,5332f5fbe4b03c9a25efd0ba,PEPSI 12 OZ 12 PACK,5332f5fbe4b03c9a25efd0ba,null,null,null,PEPSI,null,5.60,PEPSI COLA- 12 OZ. CAN,null,null,null,null,null,null,null,null,5.60,PEPSI 12 OZ 12 PACK,600260210a720f05f300008f
1879,028400642033,DORITOS TORTILLA CHIP NACHO CHEESE BAG 7.625 OZ,8.20,8.20,null,1724,null,2,null,null,null,null,null,Action not allowed for user and CPG,5332f5fbe4b03c9a25efd0ba,DORITOS NACHO CHEESE MULTI SERVE,5332f5fbe4b03c9a25efd0ba,null,null,null,DORITOS,null,8.20,DORITOS NACHO CHEESE- 28.5 OZ,null,null,null,null,null,null,null,null,8.20,DORITOS NACHO CHEESE MULTI SERVE,600260210a720f05f300008f
1880,036000391718,KLEENEX POP UP RECTANGLE BOX FACIAL TISSUE 2 PLY 8PK 160 CT,8.32,8.32,null,1728,null,2,null,null,null,null,null,null,550b2565e4b001d5e9e4146f,KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT- 8 PACK,550b2565e4b001d5e9e4146f,null,null,null,KLEENEX,null,8.32,KLEENEX TRUSTED CARE FACIAL TISSUES,null,null,83.2,null,null,null,null,null,8.32,KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT- 8 PACK,600260210a720f05f300008f
1881,null,KLARBRUNN 12PK 12 FL OZ,5.64,5.64,null,1732,null,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5.64,KLARBRUNN 12PK 12 FL OZ,null,null,null,null,null,null,null,null,5.64,null,600260210a720f05f300008f
1882,012000809941,REGULAR PEPSI SODA COLA CAN 12 CT 144 OZ,1.18,1.18,null,1736,null,1,null,null,null,null,null,Action not allowed for user and CPG,5332f5fbe4b03c9a25efd0ba,PEPSI 12 OZ 12 PACK,5332f5fbe4b03c9a25efd0ba,null,null,null,PEPSI,null,1.18,PEPSI COLA- 12 OZ. CAN,null,null,null,null,null,null,null,null,1.18,PEPSI 12 OZ 12 PACK,600260210a720f05f300008f
1883,036000391718,KLEENEX POP UP RECTANGLE BOX FACIAL TISSUE 2 PLY 8PK 160 CT,5.56,5.56,null,1739,null,2,null,null,null,null,null,null,550b2565e4b001d5e9e4146f,KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT- 8 PACK,550b2565e4b001d5e9e4146f,null,null,null,KLEENEX,null,5.56,KLEENEX TRUSTED CARE FACIAL TISSUES,null,null,55.6,null,null,null,null,null,5.56,KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT- 8 PACK,600260210a720f05f300008f
1884,028400642033,DORITOS TORTILLA CHIP NACHO CHEESE BAG 7.625 OZ,6.62,6.62,null,1778,null,2,null,null,null,null,null,Action not allowed for user and CPG,5332f5fbe4b03c9a25efd0ba,DORITOS NACHO CHEESE MULTI SERVE,5332f5fbe4b03c9a25efd0ba,null,null,null,DORITOS,null,6.62,DORITOS NACHO CHEESE- 28.5 OZ,null,null,null,null,null,null,null,null,6.62,DORITOS NACHO CHEESE MULTI SERVE,600260210a720f05f300008f
1885,041000022623,KNORR RICE SIDES CREAMY CHICKEN REGULAR RICE AND PASTA MIX LONG GRAIN 5.7 OZ - 0041000022624,9.40,9.40,null,1782,null,5,null,null,null,null,null,null,5332f5f6e4b03c9a25efd0b4,KNORR SIDES,5332f5f6e4b03c9a25efd0b4,null,null,null,KNORR,null,9.40,KNORR CREAMY CHICKEN,null,null,94.0,null,null,null,null,null,9.40,KNORR SIDES,600260210a720f05f300008f
1886,815473013279,Borden 2% Reduced Fat Milk,3.67,3.67,null,1786,null,1,null,null,null,null,null,null,null,null,null,null,null,null,BORDEN,null,3.67,BORDEN 2% MILK- 1/2 GAL,null,null,null,null,null,null,null,null,3.67,null,600260210a720f05f300008f
1887,036000391718,KLEENEX POP UP RECTANGLE BOX FACIAL TISSUE 2 PLY 8PK 160 CT,7.30,7.30,null,1789,null,2,null,null,null,null,null,null,550b2565e4b001d5e9e4146f,KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT- 8 PACK,550b2565e4b001d5e9e4146f,null,null,null,KLEENEX,null,7.30,KLEENEX TRUSTED CARE FACIAL TISSUES,null,null,73.0,null,null,null,null,null,7.30,KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT- 8 PACK,600260210a720f05f300008f
1888,null,KLARBRUNN 12PK 12 FL OZ,4.44,4.44,null,1828,null,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4.44,KLARBRUNN 12PK 12 FL OZ,null,null,null,null,null,null,null,null,4.44,null,600260210a720f05f300008f
1889,076840100354,BEN & JERRYS FROZEN CHUNKY MONKEY ICE CREAM REGULAR 16 OZ - 0076840100351,17.76,17.76,null,1832,null,4,null,null,null,null,null,null,5332f5f6e4b03c9a25efd0b4,BEN AND JERRYS ICE CREAM,5332f5f6e4b03c9a25efd0b4,null,null,null,BEN AND JERRYS,null,17.76,BEN & JERRY' S CHUNKY MONKEY PINT,null,null,177.6,null,null,null,null,null,17.76,BEN AND JERRYS ICE CREAM,600260210a720f05f300008f
1890,012000809941,REGULAR PEPSI SODA COLA CAN 12 CT 144 OZ,2.96,2.96,null,1835,null,4,null,null,null,null,null,Action not allowed for user and CPG,5332f5fbe4b03c9a25efd0ba,PEPSI 12 OZ 12 PACK,5332f5fbe4b03c9a25efd0ba,null,null,null,PEPSI,null,2.96,PEPSI COLA- 12 OZ. CAN,null,null,null,null,null,null,null,null,2.96,PEPSI 12 OZ 12 PACK,600260210a720f05f300008f
1891,036000391718,KLEENEX POP UP RECTANGLE BOX FACIAL TISSUE 2 PLY 8PK 160 CT,4.49,4.49,null,1839,null,1,null,null,null,null,null,null,550b2565e4b001d5e9e4146f,KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT- 8 PACK,550b2565e4b001d5e9e4146f,null,null,null,KLEENEX,null,4.49,KLEENEX TRUSTED CARE FACIAL TISSUES,null,null,44.9,null,null,null,null,null,4.49,KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT- 8 PACK,600260210a720f05f300008f
1892,null,KLARBRUNN 12PK 12 FL OZ,13.75,13.75,null,1842,null,5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13.75,KLARBRUNN 12PK 12 FL OZ,null,null,null,null,null,null,null,null,13.75,null,600260210a720f05f300008f
1893,012000809941,REGULAR PEPSI SODA COLA CAN 12 CT 144 OZ,1.62,1.62,null,1883,null,3,null,null,null,null,null,Action not allowed for user and CPG,5332f5fbe4b03c9a25efd0ba,PEPSI 12 OZ 12 PACK,5332f5fbe4b03c9a25efd0ba,null,null,null,PEPSI,null,1.62,PEPSI COLA- 12 OZ. CAN,null,null,null,null,null,null,null,null,1.62,PEPSI 12 OZ 12 PACK,600260210a720f05f300008f
1894,028400642033,DORITOS TORTILLA CHIP NACHO CHEESE BAG 7.625 OZ,3.43,3.43,null,1887,null,1,null,null,null,null,null,Action not allowed for user and CPG,5332f5fbe4b03c9a25efd0ba,DORITOS NACHO CHEESE MULTI SERVE,5332f5fbe4b03c9a25efd0ba,null,null,null,DORITOS,null,3.43,DORITOS NACHO CHEESE- 28.5 OZ,null,null,null,null,null,null,null,null,3.43,DORITOS NACHO CHEESE MULTI SERVE,600260210a720f05f300008f
1895,041000022623,KNORR RICE SIDES CREAMY CHICKEN REGULAR RICE AND PASTA MIX LONG GRAIN 5.7 OZ - 0041000022624,14.04,14.04,null,1890,null,9,null,null,null,null,null,null,5332f5f6e4b03c9a25efd0b4,KNORR SIDES,5332f5f6e4b03c9a25efd0b4,null,null,null,KNORR,null,14.04,KNORR CREAMY CHICKEN,null,null,140.4,null,null,null,null,null,14.04,KNORR SIDES,600260210a720f05f300008f
1896,815473013279,Borden 2% Reduced Fat Milk,3.52,3.52,null,1894,null,1,null,null,null,null,null,null,null,null,null,null,null,null,BORDEN,null,3.52,BORDEN 2% MILK- 1/2 GAL,null,null,null,null,null,null,null,null,3.52,null,600260210a720f05f300008f
1897,012000809941,REGULAR PEPSI SODA COLA CAN 12 CT 144 OZ,4.28,4.28,null,1897,null,4,null,null,null,null,null,Action not allowed for user and CPG,5332f5fbe4b03c9a25efd0ba,PEPSI 12 OZ 12 PACK,5332f5fbe4b03c9a25efd0ba,null,null,null,PEPSI,null,4.28,PEPSI COLA- 12 OZ. CAN,null,null,null,null,null,null,null,null,4.28,PEPSI 12 OZ 12 PACK,600260210a720f05f300008f
1898,076840100354,BEN & JERRYS FROZEN CHUNKY MONKEY ICE CREAM REGULAR 16 OZ - 0076840100351,9.30,9.30,null,1901,null,2,null,null,null,null,null,null,5332f5f6e4b03c9a25efd0b4,BEN AND JERRYS ICE CREAM,5332f5f6e4b03c9a25efd0b4,null,null,null,BEN AND JERRYS,null,9.30,BEN & JERRY' S CHUNKY MONKEY PINT,null,null,93.0,null,null,null,null,null,9.30,BEN AND JERRYS ICE CREAM,600260210a720f05f300008f
1899,036000391718,KLEENEX POP UP RECTANGLE BOX FACIAL TISSUE 2 PLY 8PK 160 CT,3.66,3.66,null,1942,null,1,null,null,null,null,null,null,550b2565e4b001d5e9e4146f,KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT- 8 PACK,550b2565e4b001d5e9e4146f,null,null,null,KLEENEX,null,3.66,KLEENEX TRUSTED CARE FACIAL TISSUES,null,null,36.6,null,null,null,null,null,3.66,KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT- 8 PACK,600260210a720f05f300008f
1900,076840100354,BEN & JERRYS FROZEN CHUNKY MONKEY ICE CREAM REGULAR 16 OZ - 0076840100351,20.05,20.05,null,1945,null,5,null,null,null,null,null,null,5332f5f6e4b03c9a25efd0b4,BEN AND JERRYS ICE CREAM,5332f5f6e4b03c9a25efd0b4,null,null,null,BEN AND JERRYS,null,20.05,BEN & JERRY' S CHUNKY MONKEY PINT,null,null,200.5,null,null,null,null,null,20.05,BEN AND JERRYS ICE CREAM,600260210a720f05f300008f
